NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
HP_ABNORMAL_CELLULAR_COMPOSITION_OF_BRONCHOALVEOLAR_FLUID	9		Rejected!	
HP_ABNORMAL_CELLULAR_PHENOTYPE	670		Rejected!	
HP_ABNORMAL_CELL_MORPHOLOGY	44	32		
HP_ABNORMAL_CENTRAL_SENSORY_FUNCTION	13		Rejected!	
HP_ABNORMAL_CEREBELLAR_CORTEX_MORPHOLOGY	5		Rejected!	
HP_ABNORMAL_CEREBELLAR_VERMIS_MORPHOLOGY	368	345		
HP_ABNORMAL_CEREBRAL_ARTERY_MORPHOLOGY	79	73		
HP_ABNORMAL_CEREBRAL_CORTEX_MORPHOLOGY	798		Rejected!	
HP_ABNORMAL_CEREBRAL_SUBCORTEX_MORPHOLOGY	1201		Rejected!	
HP_ABNORMAL_CEREBRAL_VASCULAR_MORPHOLOGY	359	293		
HP_ABNORMAL_CEREBRAL_VEIN_MORPHOLOGY	8		Rejected!	
HP_ABNORMAL_CEREBRAL_VENTRICLE_MORPHOLOGY	958		Rejected!	
HP_ABNORMAL_CEREBROSPINAL_FLUID_MORPHOLOGY	630		Rejected!	
HP_ABNORMAL_CERVICAL_CURVATURE	12		Rejected!	
HP_ABNORMAL_CERVICAL_SPINE_MORPHOLOGY	21	19		
HP_ABNORMAL_CHEEK_MORPHOLOGY	267	251		
HP_ABNORMAL_CHORIORETINAL_MORPHOLOGY	163	145		
HP_ABNORMAL_CHOROID_MORPHOLOGY	200	172		
HP_ABNORMAL_CHOROID_PLEXUS_MORPHOLOGY	18	18		
HP_ABNORMAL_CILIARY_BODY_MORPHOLOGY	6		Rejected!	
HP_ABNORMAL_CIRCLE_OF_WILLIS_MORPHOLOGY	6		Rejected!	
HP_ABNORMAL_CIRCULATING_ACYLCARNITINE_CONCENTRATION	21	21		
HP_ABNORMAL_CIRCULATING_ADRENOCORTICOTROPIN_CONCENTRATION	44	35		
HP_ABNORMAL_CIRCULATING_ALBUMIN_CONCENTRATION	118	102		
HP_ABNORMAL_CIRCULATING_ALDOLASE_CONCENTRATION	26	23		
HP_ABNORMAL_CIRCULATING_ALDOSTERONE	11		Rejected!	
HP_ABNORMAL_CIRCULATING_ALPHA_FETOPROTEIN_CONCENTRATION	32	24		
HP_ABNORMAL_CIRCULATING_AMINO_ACID_CONCENTRATION	177	150		
HP_ABNORMAL_CIRCULATING_AMYLASE_CONCENTRATION	7		Rejected!	
HP_ABNORMAL_CIRCULATING_ANDROGEN_LEVEL	97	66		
HP_ABNORMAL_CIRCULATING_ANDROSTENEDIONE_CONCENTRATION	11		Rejected!	
HP_ABNORMAL_CIRCULATING_ANTIMULLERIAN_HORMONE_CONCENTRATION	10		Rejected!	
HP_ABNORMAL_CIRCULATING_APOLIPOPROTEIN_CONCENTRATION	9		Rejected!	
HP_ABNORMAL_CIRCULATING_ARGININE_CONCENTRATION	9		Rejected!	
HP_ABNORMAL_CIRCULATING_AROMATIC_AMINO_ACID_CONCENTRATION	18	16		
HP_ABNORMAL_CIRCULATING_ASPARTATE_FAMILY_AMINO_ACID_CONCENTRATION	24	23		
HP_ABNORMAL_CIRCULATING_ATRIAL_NATRIURETIC_PEPTIDE_PRO_HORMONE_CONCENTRATION	8		Rejected!	
HP_ABNORMAL_CIRCULATING_BETA_GLOBULIN_LEVEL	8		Rejected!	
HP_ABNORMAL_CIRCULATING_BILIRUBIN_CONCENTRATION	128	100		
HP_ABNORMAL_CIRCULATING_BRANCHED_CHAIN_AMINO_ACID_CONCENTRATION	9		Rejected!	
HP_ABNORMAL_CIRCULATING_CALCIUM_PHOSPHATE_REGULATING_HORMONE_CONCENTRATION	51	39		
HP_ABNORMAL_CIRCULATING_CARBOHYDRATE_CONCENTRATION	74	62		
HP_ABNORMAL_CIRCULATING_CARBOXYLIC_ACID_CONCENTRATION	349	291		
HP_ABNORMAL_CIRCULATING_CERULOPLASMIN_CONCENTRATION	11		Rejected!	
HP_ABNORMAL_CIRCULATING_CHOLESTEROL_CONCENTRATION	159	129		
HP_ABNORMAL_CIRCULATING_CITRULLINE_CONCENTRATION	24		Rejected!	
HP_ABNORMAL_CIRCULATING_COPPER_CONCENTRATION	14		Rejected!	
HP_ABNORMAL_CIRCULATING_CREATINE_CONCENTRATION	11		Rejected!	
HP_ABNORMAL_CIRCULATING_CREATININE_CONCENTRATION	56	45		
HP_ABNORMAL_CIRCULATING_C_PEPTIDE_CONCENTRATION	27	19		
HP_ABNORMAL_CIRCULATING_C_REACTIVE_PROTEIN_CONCENTRATION	68	46		
HP_ABNORMAL_CIRCULATING_DEHYDROEPIANDROSTERONE_CONCENTRATION	15		Rejected!	
HP_ABNORMAL_CIRCULATING_DICARBOXYLIC_ACID_CONCENTRATION	155	127		
HP_ABNORMAL_CIRCULATING_FATTY_ACID_ANION_CONCENTRATION	40	38		
HP_ABNORMAL_CIRCULATING_FATTY_ACID_CONCENTRATION	74	66		
HP_ABNORMAL_CIRCULATING_FERRITIN_CONCENTRATION	52	41		
HP_ABNORMAL_CIRCULATING_FOLLICLE_STIMULATING_HORMONE_CONCENTRATION	87	59		
HP_ABNORMAL_CIRCULATING_FREE_FATTY_ACID_CONCENTRATION	10		Rejected!	
HP_ABNORMAL_CIRCULATING_FREE_T3_CONCENTRATION	7		Rejected!	
HP_ABNORMAL_CIRCULATING_FREE_T4_CONCENTRATION	10		Rejected!	
HP_ABNORMAL_CIRCULATING_GABA_CONCENTRATION	6		Rejected!	
HP_ABNORMAL_CIRCULATING_GLOBULIN_CONCENTRATION	10		Rejected!	
HP_ABNORMAL_CIRCULATING_GLUTAMINE_CONCENTRATION	12		Rejected!	
HP_ABNORMAL_CIRCULATING_GLUTAMINE_FAMILY_AMINO_ACID_CONCENTRATION	32	27		
HP_ABNORMAL_CIRCULATING_GLYCINE_CONCENTRATION	29	26		
HP_ABNORMAL_CIRCULATING_GONADOTROPIN_CONCENTRATION	128	79		
HP_ABNORMAL_CIRCULATING_HAPTOGLOBIN_CONCENTRATION	16		Rejected!	
HP_ABNORMAL_CIRCULATING_HOMOCYSTEINE_CONCENTRATION	17	17		
HP_ABNORMAL_CIRCULATING_HORMONE_CONCENTRATION	485	342		
HP_ABNORMAL_CIRCULATING_IGA_LEVEL	107	78		
HP_ABNORMAL_CIRCULATING_IGE_LEVEL	53	36		
HP_ABNORMAL_CIRCULATING_IGG_LEVEL	122	86		
HP_ABNORMAL_CIRCULATING_IGM_LEVEL	109	79		
HP_ABNORMAL_CIRCULATING_INHIBIN_B_CONCENTRATION	6		Rejected!	
HP_ABNORMAL_CIRCULATING_INSULIN_CONCENTRATION	156	118		
HP_ABNORMAL_CIRCULATING_INTERFERON_CONCENTRATION	25	20		
HP_ABNORMAL_CIRCULATING_INTERLEUKIN_10_CONCENTRATION	8		Rejected!	
HP_ABNORMAL_CIRCULATING_INTERLEUKIN_CONCENTRATION	34	26		
HP_ABNORMAL_CIRCULATING_IRON_CONCENTRATION	21	15		
HP_ABNORMAL_CIRCULATING_LACTATE_DEHYDROGENASE_CONCENTRATION	105	87		
HP_ABNORMAL_CIRCULATING_LEPTIN_CONCENTRATION	13		Rejected!	
HP_ABNORMAL_CIRCULATING_LEUCINE_CONCENTRATION	5		Rejected!	
HP_ABNORMAL_CIRCULATING_LIPID_CONCENTRATION	329	276		
HP_ABNORMAL_CIRCULATING_LONG_CHAIN_FATTY_ACID_CONCENTRATION	19	19		
HP_ABNORMAL_CIRCULATING_LYSINE_CONCENTRATION	5		Rejected!	
HP_ABNORMAL_CIRCULATING_METABOLITE_CONCENTRATION	1408		Rejected!	
HP_ABNORMAL_CIRCULATING_METHIONINE_CONCENTRATION	17	17		
HP_ABNORMAL_CIRCULATING_MONOCARBOXYLIC_ACID_CONCENTRATION	69	59		
HP_ABNORMAL_CIRCULATING_NITROGEN_COMPOUND_CONCENTRATION	180	152		
HP_ABNORMAL_CIRCULATING_NON_PROTEINOGENIC_AMINO_ACID_CONCENTRATION	35	19		
HP_ABNORMAL_CIRCULATING_NUCLEOBASE_CONCENTRATION	47	32		
HP_ABNORMAL_CIRCULATING_ORGANIC_COMPOUND_CONCENTRATION	757		Rejected!	
HP_ABNORMAL_CIRCULATING_ORNITHINE_CONCENTRATION	5		Rejected!	
HP_ABNORMAL_CIRCULATING_OSTEOCALCIN_LEVEL	8		Rejected!	
HP_ABNORMAL_CIRCULATING_PHENYLALANINE_CONCENTRATION	9		Rejected!	
HP_ABNORMAL_CIRCULATING_PORPHYRIN_CONCENTRATION	11		Rejected!	
HP_ABNORMAL_CIRCULATING_PROGESTERONE_LEVEL	6		Rejected!	
HP_ABNORMAL_CIRCULATING_PROLINE_CONCENTRATION	20	17		
HP_ABNORMAL_CIRCULATING_PROTEINOGENIC_AMINO_ACID_CONCENTRATION	108	97		
HP_ABNORMAL_CIRCULATING_PROTEINOGENIC_AMINO_ACID_DERIVATIVE_CONCENTRATION	78	64		
HP_ABNORMAL_CIRCULATING_PROTEIN_CONCENTRATION	681		Rejected!	
HP_ABNORMAL_CIRCULATING_RENIN	31		Rejected!	
HP_ABNORMAL_CIRCULATING_SERINE_CONCENTRATION	5		Rejected!	
HP_ABNORMAL_CIRCULATING_SERINE_FAMILY_AMINO_ACID_CONCENTRATION	32	29		
HP_ABNORMAL_CIRCULATING_SEX_HORMONE_CONCENTRATION	117	82		
HP_ABNORMAL_CIRCULATING_SULFUR_AMINO_ACID_CONCENTRATION	26	26		
HP_ABNORMAL_CIRCULATING_T4_CONCENTRATION	25	15		
HP_ABNORMAL_CIRCULATING_THYROGLOBULIN_CONCENTRATION	21		Rejected!	
HP_ABNORMAL_CIRCULATING_THYROID_HORMONE_CONCENTRATION	35	22		
HP_ABNORMAL_CIRCULATING_VITAMIN_A_CONCENTRATION	18		Rejected!	
HP_ABNORMAL_CIRCULATING_VITAMIN_B12_CONCENTRATION	27	23		
HP_ABNORMAL_CIRCULATING_VITAMIN_E_CONCENTRATION	20	15		
HP_ABNORMAL_CLAVICLE_MORPHOLOGY	110	101		
HP_ABNORMAL_CLITORIS_MORPHOLOGY	98	82		
HP_ABNORMAL_CNS_MYELINATION	410	395		
HP_ABNORMAL_COAGULATION_FACTOR_V_ACTIVITY	5		Rejected!	
HP_ABNORMAL_COCCYX_MORPHOLOGY	9		Rejected!	
HP_ABNORMAL_COCHLEA_MORPHOLOGY	34	26		
HP_ABNORMAL_COLUMELLA_MORPHOLOGY	93	89		
HP_ABNORMAL_CONJUGATE_EYE_MOVEMENT	1182		Rejected!	
HP_ABNORMAL_CONJUNCTIVA_MORPHOLOGY	170	135		
HP_ABNORMAL_CONNECTION_OF_THE_CARDIAC_SEGMENTS	284	249		
HP_ABNORMAL_CONSUMPTION_BEHAVIOR	280	227		
HP_ABNORMAL_CONUS_TERMINALIS_MORPHOLOGY	32	31		
HP_ABNORMAL_CORNEAL_ENDOTHELIUM_MORPHOLOGY	18		Rejected!	
HP_ABNORMAL_CORNEAL_EPITHELIUM_MORPHOLOGY	113	92		
HP_ABNORMAL_CORNEAL_REFLEX	13		Rejected!	
HP_ABNORMAL_CORNEAL_STROMA_MORPHOLOGY	103	82		
HP_ABNORMAL_CORNEA_MORPHOLOGY	729		Rejected!	
HP_ABNORMAL_CORONARY_ARTERY_MORPHOLOGY	71	56		
HP_ABNORMAL_CORONARY_ARTERY_ORIGIN	7		Rejected!	
HP_ABNORMAL_CORPUS_STRIATUM_MORPHOLOGY	42	37		
HP_ABNORMAL_CORTICAL_BONE_MORPHOLOGY	88	81		
HP_ABNORMAL_CORTICAL_GYRATION	390	377		
HP_ABNORMAL_CORTICOSPINAL_TRACT_MORPHOLOGY	56	52		
HP_ABNORMAL_CRANIAL_NERVE_MORPHOLOGY	75	69		
HP_ABNORMAL_CRY	61	55		
HP_ABNORMAL_CSF_CARBOXYLIC_ACID_CONCENTRATION	26	25		
HP_ABNORMAL_CSF_GLUCOSE_CONCENTRATION	6		Rejected!	
HP_ABNORMAL_CSF_GLYCINE_CONCENTRATION	8		Rejected!	
HP_ABNORMAL_CSF_HOMOVANILLIC_ACID_CONCENTRATION	10		Rejected!	
HP_ABNORMAL_CSF_LACTATE_CONCENTRATION	115	95		
HP_ABNORMAL_CSF_METABOLITE_CONCENTRATION	164	139		
HP_ABNORMAL_CSF_PROTEIN_CONCENTRATION	61	45		
HP_ABNORMAL_CSF_PYRUVATE_FAMILY_AMINO_ACID_CONCENTRATION	7		Rejected!	
HP_ABNORMAL_CURVATURE_OF_THE_VERTEBRAL_COLUMN	1198		Rejected!	
HP_ABNORMAL_DELAYED_HYPERSENSITIVITY_SKIN_TEST	12		Rejected!	
HP_ABNORMAL_DELIVERY	100	86		
HP_ABNORMAL_DENSE_GRANULES	9		Rejected!	
HP_ABNORMAL_DENTAL_MORPHOLOGY	290	269		
HP_ABNORMAL_DENTAL_PULP_MORPHOLOGY	55	49		
HP_ABNORMAL_DENTAL_ROOT_MORPHOLOGY	53	49		
HP_ABNORMAL_DENTATE_NUCLEUS_MORPHOLOGY	15		Rejected!	
HP_ABNORMAL_DENTIN_MORPHOLOGY	25	21		
HP_ABNORMAL_DERMATOGLYPHICS	312	291		
HP_ABNORMAL_DERMOEPIDERMAL_JUNCTION_MORPHOLOGY	12		Rejected!	
HP_ABNORMAL_DESCEMET_MEMBRANE_MORPHOLOGY	14		Rejected!	
HP_ABNORMAL_DIAPHYSIS_MORPHOLOGY	335	304		
HP_ABNORMAL_DIGESTIVE_SYSTEM_MORPHOLOGY	1071		Rejected!	
HP_ABNORMAL_DISTAL_FEMORAL_METAPHYSIS_MORPHOLOGY	5		Rejected!	
HP_ABNORMAL_DISTAL_PHALANX_MORPHOLOGY_OF_FINGER	167	156		
HP_ABNORMAL_DRINKING_BEHAVIOR	52	32		
HP_ABNORMAL_DUODENUM_MORPHOLOGY	87	80		
HP_ABNORMAL_DURA_MATER_MORPHOLOGY	27	24		
HP_ABNORMAL_EARLOBE_MORPHOLOGY	131	124		
HP_ABNORMAL_EAR_MORPHOLOGY	1647		Rejected!	
HP_ABNORMAL_EATING_BEHAVIOR	125	107		
HP_ABNORMAL_EKG	134	99		
HP_ABNORMAL_ELASTICITY_OF_SKIN	235	215		
HP_ABNORMAL_ELECTROPHYSIOLOGY_OF_SINOATRIAL_NODE_ORIGIN	81	62		
HP_ABNORMAL_ELECTRORETINOGRAM	210	165		
HP_ABNORMAL_EMOTION	699		Rejected!	
HP_ABNORMAL_ENCHONDRAL_OSSIFICATION	145	128		
HP_ABNORMAL_ENDOCARDIUM_MORPHOLOGY	64	51		
HP_ABNORMAL_ENDOCRINE_MORPHOLOGY	112	99		
HP_ABNORMAL_ENDOMETRIUM_MORPHOLOGY	29	27		
HP_ABNORMAL_ENERGY_EXPENDITURE	12		Rejected!	
HP_ABNORMAL_ENZYME_ACTIVITY_IN_CULTURED_FIBROBLASTS	24	23		
HP_ABNORMAL_ENZYME_ACTIVITY_IN_MUSCLE_TISSUE	8		Rejected!	
HP_ABNORMAL_ENZYME_CONCENTRATION_OR_ACTIVITY	717		Rejected!	
HP_ABNORMAL_EOSINOPHIL_MORPHOLOGY	75	55		
HP_ABNORMAL_EPIDERMAL_MORPHOLOGY	94	61		
HP_ABNORMAL_EPIDIDYMIS_MORPHOLOGY	14		Rejected!	
HP_ABNORMAL_EPIGLOTTIS_MORPHOLOGY	23	20		
HP_ABNORMAL_EPIPHYSEAL_OSSIFICATION	81	68		
HP_ABNORMAL_EPIPHYSIS_MORPHOLOGY	277	257		
HP_ABNORMAL_EPIPHYSIS_MORPHOLOGY_OF_THE_PHALANGES_OF_THE_HAND	42	39		
HP_ABNORMAL_ERYTHROCYTE_ADENOSINE_DEAMINASE_ACTIVITY	27	26		
HP_ABNORMAL_ERYTHROCYTE_ENZYME_CONCENTRATION_OR_ACTIVITY	45	42		
HP_ABNORMAL_ERYTHROCYTE_MORPHOLOGY	696		Rejected!	
HP_ABNORMAL_ERYTHROCYTE_PHYSIOLOGY	15		Rejected!	
HP_ABNORMAL_ERYTHROCYTE_SEDIMENTATION_RATE	65	50		
HP_ABNORMAL_ERYTHROID_LINEAGE_CELL_MORPHOLOGY	8		Rejected!	
HP_ABNORMAL_ESOPHAGUS_MORPHOLOGY	240	213		
HP_ABNORMAL_ESOPHAGUS_PHYSIOLOGY	898		Rejected!	
HP_ABNORMAL_EUSTACHIAN_TUBE_MORPHOLOGY	5		Rejected!	
HP_ABNORMAL_EXPERIENCE_OF_REALITY	633		Rejected!	
HP_ABNORMAL_EXTERNAL_NOSE_MORPHOLOGY	899		Rejected!	
HP_ABNORMAL_EXTEROCEPTIVE_SENSATION	258	225		
HP_ABNORMAL_EYEBROW_MORPHOLOGY	658		Rejected!	
HP_ABNORMAL_EYELASH_MORPHOLOGY	284	257		
HP_ABNORMAL_EYELID_MORPHOLOGY	1369		Rejected!	
HP_ABNORMAL_EYELID_PHYSIOLOGY	39	33		
HP_ABNORMAL_FACIAL_EXPRESSION	193	166		
HP_ABNORMAL_FACIAL_SHAPE	1084		Rejected!	
HP_ABNORMAL_FACIAL_SKELETON_MORPHOLOGY	1369		Rejected!	
HP_ABNORMAL_FACTOR_IX_ACTIVITY	6		Rejected!	
HP_ABNORMAL_FACTOR_VIII_ACTIVITY	5		Rejected!	
HP_ABNORMAL_FALLOPIAN_TUBE_MORPHOLOGY	27	26		
HP_ABNORMAL_FEAR_INDUCED_BEHAVIOR	8		Rejected!	
HP_ABNORMAL_FEMALE_EXTERNAL_GENITALIA_MORPHOLOGY	158	139		
HP_ABNORMAL_FEMALE_MEIOSIS	6		Rejected!	
HP_ABNORMAL_FEMALE_REPRODUCTIVE_SYSTEM_PHYSIOLOGY	389	313		
HP_ABNORMAL_FEMORAL_HEAD_MORPHOLOGY	95	84		
HP_ABNORMAL_FEMORAL_NECK_HEAD_MORPHOLOGY	202	187		
HP_ABNORMAL_FEMORAL_NECK_MORPHOLOGY	158	150		
HP_ABNORMAL_FEMORAL_TORSION	10		Rejected!	
HP_ABNORMAL_FEMUR_MORPHOLOGY	303	282		
HP_ABNORMAL_FETAL_CARDIOVASCULAR_MORPHOLOGY	51	49		
HP_ABNORMAL_FETAL_CENTRAL_NERVOUS_SYSTEM_MORPHOLOGY	5		Rejected!	
HP_ABNORMAL_FETAL_GASTROINTESTINAL_SYSTEM_MORPHOLOGY	19	17		
HP_ABNORMAL_FETAL_GENITOURINARY_SYSTEM_MORPHOLOGY	13		Rejected!	
HP_ABNORMAL_FETAL_MORPHOLOGY	303	278		
HP_ABNORMAL_FETAL_PHYSIOLOGY	303	266		
HP_ABNORMAL_FETAL_PULMONARY_MORPHOLOGY	8		Rejected!	
HP_ABNORMAL_FETAL_SKIN_MORPHOLOGY	18	15		
HP_ABNORMAL_FIBULA_MORPHOLOGY	61	58		
HP_ABNORMAL_FIFTH_TOE_MORPHOLOGY	91	89		
HP_ABNORMAL_FINGERNAIL_MORPHOLOGY	200	178		
HP_ABNORMAL_FINGERTIP_MORPHOLOGY	88	77		
HP_ABNORMAL_FINGER_FLEXION_CREASE	20	18		
HP_ABNORMAL_FINGER_MORPHOLOGY	1224		Rejected!	
HP_ABNORMAL_FINGER_PHALANX_MORPHOLOGY	670		Rejected!	
HP_ABNORMAL_FLASH_VISUAL_EVOKED_POTENTIALS	13		Rejected!	
HP_ABNORMAL_FOOT_BONE_OSSIFICATION	11		Rejected!	
HP_ABNORMAL_FOOT_MORPHOLOGY	1520		Rejected!	
HP_ABNORMAL_FORAMEN_MAGNUM_MORPHOLOGY	17	17		
HP_ABNORMAL_FOREARM_MORPHOLOGY	236	217		
HP_ABNORMAL_FORM_OF_THE_VERTEBRAL_BODIES	352	331		
HP_ABNORMAL_FOURTH_TOE_MORPHOLOGY	11		Rejected!	
HP_ABNORMAL_FOURTH_VENTRICLE_MORPHOLOGY	162	155		
HP_ABNORMAL_FOVEAL_MORPHOLOGY	58	37		
HP_ABNORMAL_FOVEAL_MORPHOLOGY_ON_MACULAR_OCT	6		Rejected!	
HP_ABNORMAL_FRONTALIS_MUSCLE_PHYSIOLOGY	10		Rejected!	
HP_ABNORMAL_FRONTAL_BONE_MORPHOLOGY	417	397		
HP_ABNORMAL_FULL_FIELD_ELECTRORETINOGRAM	64	40		
HP_ABNORMAL_FUNDUS_AUTOFLUORESCENCE_IMAGING	29	26		
HP_ABNORMAL_FUNDUS_MORPHOLOGY	1405		Rejected!	
HP_ABNORMAL_GALLBLADDER_MORPHOLOGY	97	79		
HP_ABNORMAL_GALLBLADDER_PHYSIOLOGY	24	17		
HP_ABNORMAL_GAMMA_GLUTAMYLTRANSFERASE_LEVEL	47	39		
HP_ABNORMAL_GASTRIC_MUCOSA_MORPHOLOGY	51	42		
HP_ABNORMAL_GASTROINTESTINAL_MOTILITY	117	92		
HP_ABNORMAL_GASTROINTESTINAL_VASCULAR_MORPHOLOGY	7		Rejected!	
HP_ABNORMAL_GLIAL_CELL_MORPHOLOGY	159	147		
HP_ABNORMAL_GLOBUS_PALLIDUS_MORPHOLOGY	23	22		
HP_ABNORMAL_GLOMERULAR_FILTRATION_RATE	27	17		
HP_ABNORMAL_GLOMERULAR_MESANGIUM_MORPHOLOGY	49	43		
HP_ABNORMAL_GLUCOSE_HOMEOSTASIS	721		Rejected!	
HP_ABNORMAL_GLYCOSPHINGOLIPID_METABOLISM	7		Rejected!	
HP_ABNORMAL_GLYCOSYLATION	52	52		
HP_ABNORMAL_GRANULOCYTE_COUNT	271	225		
HP_ABNORMAL_GRANULOCYTOPOIETIC_CELL_MORPHOLOGY	15		Rejected!	
HP_ABNORMAL_GREATER_SCIATIC_NOTCH_MORPHOLOGY	22	21		
HP_ABNORMAL_GROWTH_HORMONE_LEVEL	26	19		
HP_ABNORMAL_HAIRSHAFT_MORPHOLOGY	36	29		
HP_ABNORMAL_HAIR_PATTERN	359	336		
HP_ABNORMAL_HAIR_QUANTITY	876		Rejected!	
HP_ABNORMAL_HAIR_WHORL	37	34		
HP_ABNORMAL_HALLUX_MORPHOLOGY	206	193		
HP_ABNORMAL_HALLUX_PHALANX_MORPHOLOGY	40	37		
HP_ABNORMAL_HAND_BONE_OSSIFICATION	41	39		
HP_ABNORMAL_HAND_MORPHOLOGY	1055		Rejected!	
HP_ABNORMAL_HARD_PALATE_MORPHOLOGY	83	82		
HP_ABNORMAL_HEAD_BLOOD_VESSEL_MORPHOLOGY	82	65		
HP_ABNORMAL_HEAD_MOVEMENTS	39	36		
HP_ABNORMAL_HEART_MORPHOLOGY	1549		Rejected!	
HP_ABNORMAL_HEART_RATE_VARIABILITY	25	21		
HP_ABNORMAL_HEART_SOUND	42	33		
HP_ABNORMAL_HEART_VALVE_MORPHOLOGY	359	329		
HP_ABNORMAL_HEART_VALVE_PHYSIOLOGY	389	344		
HP_ABNORMAL_HELIX_MORPHOLOGY	179	167		
HP_ABNORMAL_HEMATOCRIT	13		Rejected!	
HP_ABNORMAL_HEMIDIAPHRAGM_MORPHOLOGY	7		Rejected!	
HP_ABNORMAL_HEMOGLOBIN	75	58		
HP_ABNORMAL_HEMOGLOBIN_CONCENTRATION	20		Rejected!	
HP_ABNORMAL_HEPATIC_ECHOGENICITY	7		Rejected!	
HP_ABNORMAL_HIP_JOINT_MORPHOLOGY	384	355		
HP_ABNORMAL_HUMERUS_MORPHOLOGY	17	15		
HP_ABNORMAL_HYPNAGOGIA	10		Rejected!	
HP_ABNORMAL_HYPOTHALAMUS_MORPHOLOGY	21	20		
HP_ABNORMAL_HYPOTHALAMUS_PHYSIOLOGY	53	40		
HP_ABNORMAL_ILEUM_MORPHOLOGY	39	36		
HP_ABNORMAL_ILIAC_WING_MORPHOLOGY	68	64		
HP_ABNORMAL_ILIUM_MORPHOLOGY	103	97		
HP_ABNORMAL_IMMUNE_SERUM_PROTEIN_PHYSIOLOGY	46	37		
HP_ABNORMAL_IMMUNE_SYSTEM_MORPHOLOGY	661		Rejected!	
HP_ABNORMAL_INCISOR_MORPHOLOGY	61	57		
HP_ABNORMAL_INFERIOR_VENA_CAVA_MORPHOLOGY	53	40		
HP_ABNORMAL_INTERNAL_CAROTID_ARTERY_MORPHOLOGY	10		Rejected!	
HP_ABNORMAL_INTERNAL_GENITALIA	528	455		
HP_ABNORMAL_INTERVERTEBRAL_DISK_MORPHOLOGY	46	43		
HP_ABNORMAL_INTESTINE_MORPHOLOGY	794		Rejected!	
HP_ABNORMAL_INTONATION	67	66		
HP_ABNORMAL_INTRAHEPATIC_BILE_DUCT_MORPHOLOGY	31	29		
HP_ABNORMAL_INTRAOCULAR_PRESSURE	37	28		
HP_ABNORMAL_INVOLUNTARY_EYE_MOVEMENTS	1109		Rejected!	
HP_ABNORMAL_IRIS_PIGMENTATION	148	127		
HP_ABNORMAL_ISCHIUM_MORPHOLOGY	26	25		
HP_ABNORMAL_ISOHEMAGGLUTININ_LEVEL	7		Rejected!	
HP_ABNORMAL_JAW_MORPHOLOGY	1158		Rejected!	
HP_ABNORMAL_JEJUNUM_MORPHOLOGY	10		Rejected!	
HP_ABNORMAL_JOINT_MORPHOLOGY	1233		Rejected!	
HP_ABNORMAL_JUDGMENT	513	448		
HP_ABNORMAL_KNEE_PHYSIOLOGY	85	79		
HP_ABNORMAL_LABIA_MAJORA_MORPHOLOGY	44	41		
HP_ABNORMAL_LABIA_MINORA_MORPHOLOGY	38	33		
HP_ABNORMAL_LABIA_MORPHOLOGY	86	73		
HP_ABNORMAL_LACRIMAL_DUCT_MORPHOLOGY	45	42		
HP_ABNORMAL_LACRIMAL_GLAND_MORPHOLOGY	10		Rejected!	
HP_ABNORMAL_LACRIMAL_PUNCTUM_MORPHOLOGY	8		Rejected!	
HP_ABNORMAL_LARGE_INTESTINE_MORPHOLOGY	336	295		
HP_ABNORMAL_LARGE_INTESTINE_PHYSIOLOGY	59	54		
HP_ABNORMAL_LARYNX_MORPHOLOGY	150	137		
HP_ABNORMAL_LARYNX_PHYSIOLOGY	48	42		
HP_ABNORMAL_LATERAL_VENTRICLE_MORPHOLOGY	121	117		
HP_ABNORMAL_LDL_CHOLESTEROL_CONCENTRATION	44	32		
HP_ABNORMAL_LEFT_ATRIUM_MORPHOLOGY	25	17		
HP_ABNORMAL_LEFT_VENTRICLE_MORPHOLOGY	136	103		
HP_ABNORMAL_LEFT_VENTRICULAR_OUTFLOW_TRACT_MORPHOLOGY	27	22		
HP_ABNORMAL_LENGTH_OF_CORPUS_CALLOSUM	7		Rejected!	
HP_ABNORMAL_LENS_MORPHOLOGY	839		Rejected!	
HP_ABNORMAL_LEUKOCYTE_COUNT	498	414		
HP_ABNORMAL_LEUKOCYTE_ENZYME_CONCENTRATION_OR_ACTIVITY	6		Rejected!	
HP_ABNORMAL_LEUKOCYTE_PHYSIOLOGY	308	244		
HP_ABNORMAL_LIBIDO	40	30		
HP_ABNORMAL_LIGHT_ADAPTED_ELECTRORETINOGRAM	11		Rejected!	
HP_ABNORMAL_LIGHT_AND_DARK_ADAPTED_ELECTRORETINOGRAM	39	28		
HP_ABNORMAL_LIMB_EPIPHYSIS_MORPHOLOGY	137	124		
HP_ABNORMAL_LIP_MORPHOLOGY	1216		Rejected!	
HP_ABNORMAL_LIVER_ENZYME_ACTIVITY_OR_CONCENTRATION	13		Rejected!	
HP_ABNORMAL_LIVER_METABOLITE_CONCENTRATION	200	177		
HP_ABNORMAL_LIVER_MORPHOLOGY	896		Rejected!	
HP_ABNORMAL_LIVER_PARENCHYMA_MORPHOLOGY	11		Rejected!	
HP_ABNORMAL_LIVER_PHYSIOLOGY	26	19		
HP_ABNORMAL_LOCALIZATION_OF_KIDNEY	231	217		
HP_ABNORMAL_LONG_BONE_MORPHOLOGY	780		Rejected!	
HP_ABNORMAL_LOWER_LIMB_BONE_MORPHOLOGY	774		Rejected!	
